Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Somitogenesis	3/45	0.016353315022156305	0.12185857322961632	0	0	5.993920972644377	24.654942878190436	PSMA6;PSMD7;PSMC1
UCH Proteinases	4/82	0.016600051143143925	0.12270757805011989	0	0	4.313828621520929	17.67957738579553	PSMA6;PSMD7;PSMC1;ACTB
Mitotic Anaphase	7/221	0.01687723340705481	0.12327445216052942	0	0	2.768054375531011	11.298615841665963	PSMA6;PSMD7;STAG2;PSMC1;NUP98;LEMD3;LMNB1
Mitotic Metaphase and Anaphase	7/222	0.01725646125547339	0.12327445216052942	0	0	2.7550387596899224	11.184268951103371	PSMA6;PSMD7;STAG2;PSMC1;NUP98;LEMD3;LMNB1
Hh Mutants Abrogate Ligand Secretion	3/46	0.01734380820440349	0.12327445216052942	0	0	5.854230578921326	23.736093281482376	PSMA6;PSMD7;PSMC1
Interleukin-12 Signaling	3/46	0.01734380820440349	0.12327445216052942	0	0	5.854230578921326	23.736093281482376	CFL1;LCP1;LMNB1
NIK-->noncanonical NF-kB Signaling	3/46	0.01734380820440349	0.12327445216052942	0	0	5.854230578921326	23.736093281482376	PSMA6;PSMD7;PSMC1
Host Interactions of HIV Factors	5/126	0.017486498166364377	0.1233398801963411	0	0	3.483311460291562	14.094614526209977	PSMA6;PSMD7;PSMC1;NUP98;SLC25A5
Degradation of GLI1 by the Proteasome	3/47	0.01836712861572216	0.12665094657408416	0	0	5.720889748549323	22.867498742216544	PSMA6;PSMD7;PSMC1
Degradation of GLI2 by the Proteasome	3/47	0.01836712861572216	0.12665094657408416	0	0	5.720889748549323	22.867498742216544	PSMA6;PSMD7;PSMC1
GLI3 Is Processed to GLI3R by the Proteasome	3/47	0.01836712861572216	0.12665094657408416	0	0	5.720889748549323	22.867498742216544	PSMA6;PSMD7;PSMC1
RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs	4/85	0.018698460429666768	0.12798057360749698	0	0	4.153424079350005	16.52777895436977	PSMA6;PSMD7;PSMC1;H3-3A
G Alpha (Z) Signalling Events	3/48	0.01942334209922296	0.13106480262029993	0	0	5.593475177304964	22.04545036559025	GNB2;PRKCD;GNAS
Transcriptional Regulation by RUNX3	4/86	0.01943276835387564	0.13106480262029993	0	0	4.102564102564102	16.167362245808352	PSMA6;WWTR1;PSMD7;PSMC1
Membrane Trafficking	14/633	0.0197380127952533	0.13215886828126122	0	0	1.9328554119547658	7.586861302099218	USP6NL;TMED10;PRKAB1;ACTB;STX10;GAK;CAPZB;FTH1;EXOC4;KDELR2;CD59;STX4;AP3S1;SPTAN1
Dectin-1 Mediated Noncanonical NF-kB Signaling	3/49	0.02051249682638026	0.13635645372356375	0	0	5.471600370027752	21.266583937492566	PSMA6;PSMD7;PSMC1
RAC2 GTPase Cycle	4/88	0.02095428874175184	0.13680421837787576	0	0	4.004477004477004	15.478953227981508	PREX1;NCF2;IQGAP1;LEMD3
Initiation of Nuclear Envelope (NE) Reformation	2/19	0.021106446922690616	0.13680421837787576	0	0	9.84297108673978	37.97592213684015	LEMD3;LMNB1
Prostacyclin Signalling Through Prostacyclin Receptor	2/19	0.021106446922690616	0.13680421837787576	0	0	9.84297108673978	37.97592213684015	GNB2;GNAS
Processing of Capped Intron-Containing Pre-mRNA	8/285	0.02117208141562363	0.13680421837787576	0	0	2.446711662219432	9.432249326402145	SYF2;WBP4;MAGOH;PCBP2;NUP98;SRSF5;PRPF8;SF1
SCF(Skp2)-mediated Degradation of P27 P21	3/50	0.021634623803612182	0.13882216940651151	0	0	5.354911724762336	20.527841473575418	PSMA6;PSMD7;PSMC1
ABC-family Proteins Mediated Transport	4/90	0.02254700173975518	0.14367882487954337	0	0	3.9109520969986087	14.830929440911733	PSMA6;PSMD7;PSMC1;RNF5
Asymmetric Localization of PCP Proteins	3/51	0.022789737444107158	0.1442309410846234	0	0	5.243085106382979	19.82643773178662	PSMA6;PSMD7;PSMC1
RAC1 GTPase Cycle	6/184	0.023036135931819083	0.14430613854207347	0	0	2.8454087562960093	10.729157668172453	PREX1;NCF2;MYO9B;IQGAP1;LEMD3;ARHGAP4
SUMOylation of Transcription Factors	2/20	0.02327014571728241	0.14430613854207347	0	0	9.295668549905837	34.957142786784665	SUMO2;PIAS2
Vitamin B5 (Pantothenate) Metabolism	2/20	0.02327014571728241	0.14430613854207347	0	0	9.295668549905837	34.957142786784665	DCAKD;PPCDC
RHO GTPase Effectors	8/291	0.02361550091269826	0.14547148562222129	0	0	2.394100476263635	8.967945971568112	NCF2;PRKCD;CFL1;NUP98;IQGAP1;ACTB;H3-3A;S100A8
Hedgehog Ligand Biogenesis	3/52	0.023977836056207593	0.1467253014300385	0	0	5.135822839774208	19.159830997186138	PSMA6;PSMD7;PSMC1
p53-Dependent G1 DNA Damage Response	3/53	0.025198902356252096	0.15021797275598023	0	0	5.032851063829788	18.525697496017212	PSMA6;PSMD7;PSMC1
p53-Dependent G1 S DNA Damage Checkpoint	3/53	0.025198902356252096	0.15021797275598023	0	0	5.032851063829788	18.525697496017212	PSMA6;PSMD7;PSMC1
Nuclear Envelope Breakdown	3/53	0.025198902356252096	0.15021797275598023	0	0	5.032851063829788	18.525697496017212	NUP98;LEMD3;LMNB1
Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha	3/53	0.025198902356252096	0.15021797275598023	0	0	5.032851063829788	18.525697496017212	PSMA6;PSMD7;PSMC1
Activation of NF-kappaB in B Cells	3/54	0.026452903967662384	0.1556846067905735	0	0	4.933917396745932	17.92190893598615	PSMA6;PSMD7;PSMC1
Autodegradation of Cdh1 by Cdh1 APC C	3/54	0.026452903967662384	0.1556846067905735	0	0	4.933917396745932	17.92190893598615	PSMA6;PSMD7;PSMC1
APC C Cdc20 Mediated Degradation of Securin	3/55	0.02773979390565093	0.16019730980513414	0	0	4.838788870703764	17.34651273911388	PSMA6;PSMD7;PSMC1
G1 S DNA Damage Checkpoints	3/55	0.02773979390565093	0.16019730980513414	0	0	4.838788870703764	17.34651273911388	PSMA6;PSMD7;PSMC1
Regulation of RAS by GAPs	3/55	0.02773979390565093	0.16019730980513414	0	0	4.838788870703764	17.34651273911388	PSMA6;PSMD7;PSMC1
Golgi Associated Vesicle Biogenesis	3/56	0.029059511047577133	0.16677632427305136	0	0	4.747250100361301	16.797714600483186	GAK;FTH1;AP3S1
PTEN Regulation	5/145	0.02983536180808353	0.17017206364610604	0	0	3.0076640098099325	10.563099322923966	PSMA6;PSMD7;PSMC1;PTEN;STUB1
Nephrin Family Interactions	2/23	0.030273716028961187	0.17161296693717876	0	0	7.966505246166263	27.862656128142312	IQGAP1;SPTAN1
Hedgehog 'Off' State	4/99	0.03061256842813493	0.17247569041217484	0	0	3.538821412505623	12.337550997605016	PSMA6;PSMD7;PSMC1;GNAS
Orc1 Removal From Chromatin	3/58	0.03179711454419047	0.1769911677038072	0	0	4.574158607350097	15.773435827585535	PSMA6;PSMD7;PSMC1
SUMOylation of Chromatin Organization Proteins	3/58	0.03179711454419047	0.1769911677038072	0	0	4.574158607350097	15.773435827585535	SUMO2;NUP98;PIAS2
rRNA Processing in the Nucleus and Cytosol	6/199	0.03212000494704051	0.17771787168302652	0	0	2.622252992674647	9.016030149194544	TRMT112;RPL41;RPL31;RPL11;RPS27L;RPS24
Assembly of the Pre-Replicative Complex	4/101	0.0326075487430674	0.1793415180868707	0	0	3.4655035685963522	11.863151533735213	PSMA6;PSMD7;PSMC1;H3-3A
Formation of Paraxial Mesoderm	3/59	0.03321481208943374	0.1816005110688567	0	0	4.4922492401215806	15.295027626561042	PSMA6;PSMD7;PSMC1
SARS-CoV-2 Infection	8/313	0.034266267545181965	0.18408289156735652	0	0	2.218902352102637	7.485675355899363	CNBP;STAT2;RPN1;CANX;HLA-B;RPS27L;NUP98;RPS24
M Phase	9/372	0.03459190059325847	0.18408289156735652	0	0	2.1002923237937132	7.065668410478017	PSMA6;PSMD7;STAG2;PSMC1;NUP98;LEMD3;H3-3A;BLZF1;LMNB1
CDK-mediated Phosphorylation and Removal of Cdc6	3/60	0.03466496010034636	0.18408289156735652	0	0	4.4132138857782754	14.837339375613439	PSMA6;PSMD7;PSMC1
Cdc20 Phospho-APC C Mediated Degradation of Cyclin A	3/60	0.03466496010034636	0.18408289156735652	0	0	4.4132138857782754	14.837339375613439	PSMA6;PSMD7;PSMC1
Ribosomal Scanning and Start Codon Recognition	3/60	0.03466496010034636	0.18408289156735652	0	0	4.4132138857782754	14.837339375613439	EIF5;RPS27L;RPS24
Vesicle-mediated Transport	15/752	0.035919844391392425	0.18870185632653153	0	0	1.7363751969869365	5.775991958016035	USP6NL;TMED10;PRKAB1;ACTB;STX10;GAK;CAPZB;FTH1;EXOC4;KDELR2;CD59;STX4;AP3S1;APOL1;SPTAN1
APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1	3/61	0.036147433517095325	0.18870185632653153	0	0	4.336903888481292	14.399168532136033	PSMA6;PSMD7;PSMC1
APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint	3/61	0.036147433517095325	0.18870185632653153	0	0	4.336903888481292	14.399168532136033	PSMA6;PSMD7;PSMC1
Cellular Response to Hypoxia	3/62	0.037662095769263826	0.1934172372202636	0	0	4.263180670753696	13.979400459197034	PSMA6;PSMD7;PSMC1
Calnexin Calreticulin Cycle	2/26	0.037997831866282146	0.1934172372202636	0	0	6.969632768361582	22.792275523409888	CANX;RNF5
Downregulation of TGF-beta Receptor Signaling	2/26	0.037997831866282146	0.1934172372202636	0	0	6.969632768361582	22.792275523409888	PPP1R15A;STUB1
CDC42 GTPase Cycle	5/155	0.03809733460399132	0.1934172372202636	0	0	2.805722460658083	9.168009455300474	PREX1;FGD4;MYO9B;IQGAP1;ARHGAP4
ER to Golgi Anterograde Transport	5/155	0.03809733460399132	0.1934172372202636	0	0	2.805722460658083	9.168009455300474	TMED10;CAPZB;KDELR2;CD59;SPTAN1
Viral Infection Pathways	19/1029	0.03884169692295528	0.19611873200442992	0	0	1.6107780641077807	5.232227479002606	RPL41;CTDP1;RPL31;CNBP;STAT2;RPL11;RPN1;HLA-B;RPS27L;MED12;PSMA6;PSMD7;FNTA;PSMC1;PCBP2;CANX;NUP98;SLC25A5;RPS24
APC C Cdc20 Mediated Degradation of Mitotic Proteins	3/63	0.03920879918385003	0.19689636111889905	0	0	4.191914893617021	13.577000691413595	PSMA6;PSMD7;PSMC1
Signaling by VEGF	4/108	0.04017772472247321	0.2006714467219743	0	0	3.2310979618671927	10.386178766399366	FLT1;NCF2;PRKCD;ACTB
Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins	3/64	0.040787385384132305	0.20262120481149595	0	0	4.122985699337287	13.191007993809318	PSMA6;PSMD7;PSMC1
The Role of GTSE1 in G2 M Progression After G2 Checkpoint	3/65	0.042397685665094095	0.20949444681575907	0	0	4.056280027453672	12.820528122499555	PSMA6;PSMD7;PSMC1
BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression	2/28	0.043518220933704985	0.21142149221473203	0	0	6.432855280312907	20.164270920496982	HELZ2;NAMPT
Sulfur Amino Acid Metabolism	2/28	0.043518220933704985	0.21142149221473203	0	0	6.432855280312907	20.164270920496982	TSTD1;GOT2
Cellular Response to Starvation	5/161	0.0436639331664422	0.21142149221473203	0	0	2.696984703422472	8.444887087572852	RPL41;RPL31;RPL11;RPS27L;RPS24
Regulation of Endogenous Retroelements	4/111	0.043702927503261706	0.21142149221473203	0	0	3.1400271587187474	9.829353206986376	SMARCC2;SUMO2;ACTB;H3-3A
Regulation of Endogenous Retroelements by Piwi-interacting RNAs (piRNAs)	3/66	0.04403952136884923	0.2119401965875869	0	0	3.991691995947315	12.46472820411854	SMARCC2;ACTB;H3-3A
Interleukin-4 and Interleukin-13 Signaling	4/112	0.04491545616327216	0.2150356554138004	0	0	3.1107945552389995	9.652712472222612	ANXA1;IL1B;ITGB2;ITGAX
SARS-CoV-2-host Interactions	6/218	0.04660411590501032	0.22197011905272956	0	0	2.384921925829538	7.312329025405406	STAT2;CNBP;HLA-B;RPS27L;NUP98;RPS24
Downstream Signaling Events of B Cell Receptor (BCR)	3/68	0.04741703690086438	0.2235374596755035	0	0	3.8684779050736497	11.794113644072564	PSMA6;PSMD7;PSMC1
Regulation of APC C Activators Between G1 S and Early Anaphase	3/68	0.04741703690086438	0.2235374596755035	0	0	3.8684779050736497	11.794113644072564	PSMA6;PSMD7;PSMC1
Sensory Processing of Sound by Inner Hair Cells of the Cochlea	3/69	0.0491523129638118	0.22783903740744837	0	0	3.8096711798839458	11.47789685618617	CAPZB;SPTAN1;ACTB
Activation of Kainate Receptors Upon Glutamate Binding	2/30	0.04931580896265116	0.22783903740744837	0	0	5.9727602905569	17.97508529055359	GNB2;NCALD
SUMOylation of Intracellular Receptors	2/30	0.04931580896265116	0.22783903740744837	0	0	5.9727602905569	17.97508529055359	SUMO2;PIAS2
Synthesis of Active Ubiquitin Roles of E1 and E2 Enzymes	2/30	0.04931580896265116	0.22783903740744837	0	0	5.9727602905569	17.97508529055359	UBA1;UBE2A
Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC	2/31	0.05231350199098209	0.2369493913709189	0	0	5.766510812390415	17.01409463234306	CANX;HLA-B
FGFR1 Mutant Receptor Activation	2/31	0.05231350199098209	0.2369493913709189	0	0	5.766510812390415	17.01409463234306	LRRFIP1;FGF23
Interaction Between L1 and Ankyrins	2/31	0.05231350199098209	0.2369493913709189	0	0	5.766510812390415	17.01409463234306	SPTAN1;ACTB
RHO GTPases Activate IQGAPs	2/31	0.05231350199098209	0.2369493913709189	0	0	5.766510812390415	17.01409463234306	IQGAP1;ACTB
DNA Replication Pre-Initiation	4/118	0.05258289642630527	0.237007786819054	0	0	2.946168840905683	8.6775407470728	PSMA6;PSMD7;PSMC1;H3-3A
Degradation of Beta-Catenin by the Destruction Complex	3/72	0.054541612609448696	0.2440817367179859	0	0	3.643478260869565	10.598117992796787	PSMA6;PSMD7;PSMC1
HIV Infection	6/227	0.054680648810198136	0.2440817367179859	0	0	2.2867452020596035	6.6458427281431	PSMA6;PSMD7;CTDP1;PSMC1;NUP98;SLC25A5
Cyclin E Associated Events During G1 S Transition	3/73	0.056398433626631696	0.24457533813842042	0	0	3.5912462006079027	10.325960095375974	PSMA6;PSMD7;PSMC1
Hedgehog 'On' State	3/73	0.056398433626631696	0.24457533813842042	0	0	3.5912462006079027	10.325960095375974	PSMA6;PSMD7;PSMC1
Signaling by Receptor Tyrosine Kinases	11/536	0.05661119398043351	0.24457533813842042	0	0	1.775598909167191	5.098718454928067	FLT1;GALNT3;NCF2;ID2;PRKCD;PLAT;STUB1;SPINT2;PCSK5;FGF23;ACTB
Alternative Complement Activation	1/5	0.058106072244840566	0.24457533813842042	0	0	20.841772151898734	59.30495225973282	CFP
Disinhibition of SNARE Formation	1/5	0.058106072244840566	0.24457533813842042	0	0	20.841772151898734	59.30495225973282	STX4
LRR FLII-interacting Protein 1 (LRRFIP1) Activates Type I IFN Production	1/5	0.058106072244840566	0.24457533813842042	0	0	20.841772151898734	59.30495225973282	LRRFIP1
SUMO Is Conjugated to E1 (UBA2 SAE1)	1/5	0.058106072244840566	0.24457533813842042	0	0	20.841772151898734	59.30495225973282	SUMO2
Signaling by MST1	1/5	0.058106072244840566	0.24457533813842042	0	0	20.841772151898734	59.30495225973282	SPINT2
Sodium-coupled Phosphate Cotransporters	1/5	0.058106072244840566	0.24457533813842042	0	0	20.841772151898734	59.30495225973282	SLC20A2
RHOC GTPase Cycle	3/74	0.05828504518099894	0.24457533813842042	0	0	3.540485465987414	10.063510349614662	PREX1;MYO9B;IQGAP1
Transport of Mature mRNA Derived From an Intron-Containing Transcript	3/74	0.05828504518099894	0.24457533813842042	0	0	3.540485465987414	10.063510349614662	MAGOH;NUP98;SRSF5
Cargo Concentration in the ER	2/33	0.0584969152906828	0.24457533813842042	0	0	5.393931109896118	15.312190532052492	TMED10;CD59
Glucagon Signaling in Metabolic Regulation	2/33	0.0584969152906828	0.24457533813842042	0	0	5.393931109896118	15.312190532052492	GNB2;GNAS
Glucagon-type Ligand Receptors	2/33	0.0584969152906828	0.24457533813842042	0	0	5.393931109896118	15.312190532052492	GNB2;GNAS
APC C-mediated Degradation of Cell Cycle Proteins	3/75	0.06020119465330617	0.247226239376244	0	0	3.4911347517730498	9.810308880680935	PSMA6;PSMD7;PSMC1
Cyclin A Cdk2-associated Events at S Phase Entry	3/75	0.06020119465330617	0.247226239376244	0	0	3.4911347517730498	9.810308880680935	PSMA6;PSMD7;PSMC1
Nuclear Envelope (NE) Reassembly	3/75	0.06020119465330617	0.247226239376244	0	0	3.4911347517730498	9.810308880680935	NUP98;LEMD3;LMNB1
Regulation of Mitotic Cell Cycle	3/75	0.06020119465330617	0.247226239376244	0	0	3.4911347517730498	9.810308880680935	PSMA6;PSMD7;PSMC1
Separation of Sister Chromatids	5/177	0.06078317610699753	0.24851174656135272	0	0	2.4441061982233756	6.844578229383062	PSMA6;PSMD7;STAG2;PSMC1;NUP98
Protein Ubiquitination	3/77	0.06412106409028602	0.25985904920800124	0	0	3.3964347326049453	9.32994628405647	HLA-B;UBA1;UBE2A
Sensory Processing of Sound	3/77	0.06412106409028602	0.25985904920800124	0	0	3.3964347326049453	9.32994628405647	CAPZB;SPTAN1;ACTB
rRNA Processing	6/237	0.06459069393997577	0.26020494581713405	0	0	2.186632333184057	5.990683662105632	TRMT112;RPL41;RPL31;RPL11;RPS27L;RPS24
SUMOylation of SUMOylation Proteins	2/35	0.06491843184889556	0.26020494581713405	0	0	5.066512583461736	13.855005345326953	SUMO2;NUP98
Metabolism of Water-Soluble Vitamins and Cofactors	4/127	0.06533284353850119	0.26020494581713405	0	0	2.7293447293447293	7.446363157505958	DCAKD;NAMPT;SLC2A3;PPCDC
Reproduction	4/127	0.06533284353850119	0.26020494581713405	0	0	2.7293447293447293	7.446363157505958	STAG2;CD9;H3-3A;LMNB1
Regulation of Insulin Secretion	3/78	0.06612424683226913	0.2603628772155373	0	0	3.350978723404255	9.101994687280028	GNB2;GNAS;IQGAP1
PCP CE Pathway	3/79	0.0681558936373213	0.2603628772155373	0	0	3.3067189249720044	8.881706973773351	PSMA6;PSMD7;PSMC1
Switching of Origins to a Post-Replicative State	3/79	0.0681558936373213	0.2603628772155373	0	0	3.3067189249720044	8.881706973773351	PSMA6;PSMD7;PSMC1
Signaling by High-Kinase Activity BRAF Mutants	2/36	0.06821388794308005	0.2603628772155373	0	0	4.9172482552342975	13.203338199320227	IQGAP1;ACTB
Acrosome Reaction and Sperm Oocyte Membrane Binding	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	CD9
Assembly of Viral Components at the Budding Site	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	CANX
CLEC7A Inflammasome Pathway	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	IL1B
MET Receptor Activation	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	SPINT2
Maturation of Spike Protein 9683686	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	CANX
Metal Sequestration by Antimicrobial Proteins	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	S100A8
Proton-coupled Monocarboxylate Transport	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	SLC16A3
SUMO Is Proteolytically Processed	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	SUMO2
Sulfide Oxidation to Sulfate	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	TSTD1
Uptake and Function of Diphtheria Toxin	1/6	0.06931738938855214	0.2603628772155373	0	0	16.672573839662448	44.500091181655506	CD9
G Alpha (12 13) Signalling Events	3/80	0.0702157215688635	0.2616101884259269	0	0	3.263608731693838	8.66874215922687	PREX1;FGD4;GNB2
MAPK6 MAPK4 Signaling	3/80	0.0702157215688635	0.2616101884259269	0	0	3.263608731693838	8.66874215922687	PSMA6;PSMD7;PSMC1
RHOH GTPase Cycle	2/37	0.07156343063294318	0.265560682348753	0	0	4.7765133171912835	12.596482787345554	FAM91A1;DBN1
Transport to the Golgi and Subsequent Modification	5/186	0.07186946545202905	0.26562954431069935	0	0	2.321509022360278	6.11230989243193	TMED10;CAPZB;KDELR2;CD59;SPTAN1
Response to Elevated Platelet Cytosolic Ca2+	4/133	0.07464859352372136	0.27340976725518285	0	0	2.6016033923010666	6.751066094552829	CFL1;ANXA5;CD9;STX4
Maturation of Spike Protein 9694548	2/38	0.0749653185928725	0.27340976725518285	0	0	4.643596986817326	12.03030458751043	RPN1;CANX
Signaling by FGFR1 in Disease	2/38	0.0749653185928725	0.27340976725518285	0	0	4.643596986817326	12.03030458751043	LRRFIP1;FGF23
SARS-CoV Infections	10/498	0.07515809619352429	0.27340976725518285	0	0	1.7322763876905378	4.483410941046717	FNTA;CNBP;STAT2;PCBP2;RPN1;CANX;HLA-B;RPS27L;NUP98;RPS24
Major Pathway of rRNA Processing in the Nucleolus and Cytosol	5/189	0.07579575818550253	0.2746481590721739	0	0	2.2833084530696026	5.890280381833042	RPL41;RPL31;RPL11;RPS27L;RPS24
Beta-catenin Independent WNT Signaling	4/134	0.0762633370557273	0.2752629821855157	0	0	2.5814595660749506	6.643548738983754	PSMA6;PSMD7;GNB2;PSMC1
Transport of Mature Transcript to Cytoplasm	3/83	0.07656138555457093	0.27526350292771806	0	0	3.1407446808510637	8.070653622333394	MAGOH;NUP98;SRSF5
SLC-mediated Transmembrane Transport	6/249	0.07778798973550201	0.2785895446341235	0	0	2.077373350361856	5.305130070846225	SLC20A2;SLC40A1;SLC2A3;RHCG;SLC25A5;SLC16A3
SUMOylation of Ubiquitinylation Proteins	2/39	0.07841784401545493	0.2787258654088754	0	0	4.517865322950069	11.501146808864483	NUP98;PIAS2
Transcriptional Regulation of White Adipocyte Differentiation	3/84	0.07873100743692259	0.2787258654088754	0	0	3.101812450748621	7.883933176945679	MED12;HELZ2;THRAP3
Transport of Bile Salts and Organic Acids, Metal Ions and Amine Compounds	3/84	0.07873100743692259	0.2787258654088754	0	0	3.101812450748621	7.883933176945679	SLC40A1;RHCG;SLC16A3
Signaling by Hedgehog	4/136	0.07954530368623111	0.28032352008692984	0	0	2.542087542087542	6.435113010993891	PSMA6;PSMD7;PSMC1;GNAS
Activation of C3 and C5	1/7	0.0803958147435459	0.28032352008692984	0	0	13.893108298171589	35.021652363344536	CFP
SUMO Is Transferred From E1 to E2 (UBE2I, UBC9)	1/7	0.0803958147435459	0.28032352008692984	0	0	13.893108298171589	35.021652363344536	SUMO2
TYSND1 Cleaves Peroxisomal Proteins	1/7	0.0803958147435459	0.28032352008692984	0	0	13.893108298171589	35.021652363344536	SCP2
Integrin Cell Surface Interactions	3/85	0.08092732203571487	0.28111596075564116	0	0	3.0638297872340425	7.70309245043441	ITGB2;ITGAX;CD44
MAP2K and MAPK Activation	2/40	0.08191933198856416	0.2824382938710197	0	0	4.398751115075825	11.005764462109022	IQGAP1;ACTB
Signaling by FGFR3	2/40	0.08191933198856416	0.2824382938710197	0	0	4.398751115075825	11.005764462109022	GALNT3;FGF23
SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses	4/138	0.0828966250039513	0.2847452844001896	0	0	2.503890802398265	6.235091047422901	CNBP;STAT2;HLA-B;NUP98
Mitotic G1 Phase and G1 S Transition	4/139	0.08459805188204225	0.28822102690282364	0	0	2.4852168407723965	6.138098002374133	CDKN2D;PSMA6;PSMD7;PSMC1
Nuclear Events Mediated by NFE2L2	3/87	0.08539878268356244	0.28822102690282364	0	0	2.9905775075987844	7.358086976642874	PSMA6;PSMD7;PSMC1
SARS-CoV-1 Modulates Host Translation Machinery	2/41	0.08546814001230917	0.28822102690282364	0	0	4.285745328118209	10.54126894048011	RPS27L;RPS24
Signaling by RAF1 Mutants	2/41	0.08546814001230917	0.28822102690282364	0	0	4.285745328118209	10.54126894048011	IQGAP1;ACTB
Signaling by Retinoic Acid	2/41	0.08546814001230917	0.28822102690282364	0	0	4.285745328118209	10.54126894048011	FABP5;PPARD
TNFR2 Non-Canonical NF-kB Pathway	3/88	0.08767329605095996	0.2917709793903887	0	0	2.955244055068836	7.1934716113233055	PSMA6;PSMD7;PSMC1
EPHB-mediated Forward Signaling	2/42	0.08906265742899566	0.2917709793903887	0	0	4.178389830508475	10.105081230671404	CFL1;ACTB
RND1 GTPase Cycle	2/42	0.08906265742899566	0.2917709793903887	0	0	4.178389830508475	10.105081230671404	LEMD3;RND1
Regulation of MITF-M-dependent Genes Involved in Pigmentation	2/42	0.08906265742899566	0.2917709793903887	0	0	4.178389830508475	10.105081230671404	SMARCC2;ACTB
Intracellular Signaling by Second Messengers	7/321	0.08985559540254014	0.2917709793903887	0	0	1.8768577494692145	4.522385204247232	PSMA6;PSMD7;PSMC1;PRKCD;PTEN;STUB1;FGF23
Cell Cycle, Mitotic	10/516	0.08991275980596124	0.2917709793903887	0	0	1.66909368282366	4.020705500382312	CDKN2D;PSMA6;PSMD7;STAG2;PSMC1;NUP98;LEMD3;H3-3A;BLZF1;LMNB1
Meiosis	3/89	0.0899732372663328	0.2917709793903887	0	0	2.9207323107372587	7.033833190634437	STAG2;H3-3A;LMNB1
mRNA Editing C to U Conversion	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	APOBEC3B
Cross-presentation of Particulate Exogenous Antigens (Phagosomes)	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	NCF2
Formation of the Editosome	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	APOBEC3B
RUNX3 Regulates YAP1-mediated Transcription	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	WWTR1
Sema4D Mediated Inhibition of Cell Attachment and Migration	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	RND1
VEGF Binds to VEGFR Leading to Receptor Dimerization	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	FLT1
VEGF Ligand-Receptor Interactions	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	FLT1
Vitamin C (Ascorbate) Metabolism	1/8	0.09134291644974413	0.2917709793903887	0	0	11.907775768535263	28.496909511669713	SLC2A3
DNA Replication	4/143	0.09157314288226485	0.2917709793903887	0	0	2.4132078952222837	5.7690564228033585	PSMA6;PSMD7;PSMC1;H3-3A
ADORA2B Mediated Anti-Inflammatory Cytokines Production	2/43	0.09270130492263842	0.2923413165478427	0	0	4.076271186440678	9.694892228586552	GNB2;GNAS
Interactions of Vpr With Host Cellular Proteins	2/43	0.09270130492263842	0.2923413165478427	0	0	4.076271186440678	9.694892228586552	NUP98;SLC25A5
Vasopressin Regulates Renal Water Homeostasis via Aquaporins	2/43	0.09270130492263842	0.2923413165478427	0	0	4.076271186440678	9.694892228586552	GNB2;GNAS
Platelet Activation, Signaling and Aggregation	6/262	0.09367720098607055	0.294414060241936	0	0	1.970568426724138	4.666109841925239	GNB2;PRKCD;ANXA5;CFL1;CD9;STX4
Transcriptional Regulation by RUNX1	5/202	0.09411721188812908	0.29479425011739413	0	0	2.1312171848107884	5.036523009623342	PSMA6;PSMD7;SMARCC2;PSMC1;H3-3A
Chaperonin-mediated Protein Folding	3/91	0.09464810156511802	0.29545556029111164	0	0	2.8540618955512573	6.728706240139053	FBXW5;GNB2;ACTB
