Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RSV-host Interactions	2/109	0.11034252617362812	0.28526050800568636	0	0	3.626351475169507	7.993080179395158	STAT2;TRIM25
Maternal to Zygotic Transition (MZT)	2/109	0.11034252617362812	0.28526050800568636	0	0	3.626351475169507	7.993080179395158	DPPA4;H3-3A
PI-3K Cascade FGFR2	1/23	0.11305990411039221	0.28579031316793585	0	0	8.770520741394527	19.118309794948487	FGF23
SHC-mediated Cascade FGFR2	1/23	0.11305990411039221	0.28579031316793585	0	0	8.770520741394527	19.118309794948487	FGF23
FRS-mediated FGFR1 Signaling	1/23	0.11305990411039221	0.28579031316793585	0	0	8.770520741394527	19.118309794948487	FGF23
Telomere Extension By Telomerase	1/23	0.11305990411039221	0.28579031316793585	0	0	8.770520741394527	19.118309794948487	PPP6C
Interleukin-4 and Interleukin-13 Signaling	2/112	0.11539625155168798	0.2894225369950878	0	0	3.526916221033868	7.615964367896057	BCL6;TNFRSF1B
RHO GTPases Activate NADPH Oxidases	1/24	0.11767729526173898	0.2894225369950878	0	0	8.388771633600676	17.95037060748583	S100A8
Replacement of Protamines by Nucleosomes in the Male Pronucleus	1/24	0.11767729526173898	0.2894225369950878	0	0	8.388771633600676	17.95037060748583	H3-3A
Sema4D in Semaphorin Signaling	1/24	0.11767729526173898	0.2894225369950878	0	0	8.388771633600676	17.95037060748583	MYL12B
Triglyceride Catabolism	1/24	0.11767729526173898	0.2894225369950878	0	0	8.388771633600676	17.95037060748583	FABP5
Cell Surface Interactions at the Vascular Wall	3/233	0.12156550603529717	0.28975650873181713	0	0	2.539733103745157	5.351984692580821	PSG2;GLG1;CD44
NOTCH3 Intracellular Domain Regulates Transcription	1/25	0.12227087840990965	0.28975650873181713	0	0	8.03883495145631	16.893743331988254	MAML2
Complex III Assembly	1/25	0.12227087840990965	0.28975650873181713	0	0	8.03883495145631	16.893743331988254	UQCRH
Regulation of IFNA IFNB Signaling	1/25	0.12227087840990965	0.28975650873181713	0	0	8.03883495145631	16.893743331988254	STAT2
Downstream Signaling of Activated FGFR3	1/25	0.12227087840990965	0.28975650873181713	0	0	8.03883495145631	16.893743331988254	FGF23
FRS-mediated FGFR2 Signaling	1/25	0.12227087840990965	0.28975650873181713	0	0	8.03883495145631	16.893743331988254	FGF23
TRAF6 Mediated NF-kB Activation	1/25	0.12227087840990965	0.28975650873181713	0	0	8.03883495145631	16.893743331988254	TRIM25
A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis	1/26	0.1268407751212756	0.29278584642122646	0	0	7.716893203883495	15.934016402186291	VCAN
Digestion and Absorption	1/26	0.1268407751212756	0.29278584642122646	0	0	7.716893203883495	15.934016402186291	GUCY2C
Interleukin-20 Family Signaling	1/26	0.1268407751212756	0.29278584642122646	0	0	7.716893203883495	15.934016402186291	STAT2
Termination of O-glycan Biosynthesis	1/26	0.1268407751212756	0.29278584642122646	0	0	7.716893203883495	15.934016402186291	MUC4
Translocation of ZAP-70 to Immunological Synapse	1/26	0.1268407751212756	0.29278584642122646	0	0	7.716893203883495	15.934016402186291	HLA-DPA1
Chromosome Maintenance	2/119	0.12741010459648974	0.29278584642122646	0	0	3.3147310206133738	6.829486915898512	PPP6C;H3-3A
Class I MHC Mediated Antigen Processing & Presentation	4/373	0.12989469076316784	0.2928850179548701	0	0	2.1167479674796748	4.320348703143595	ITCH;RNF213;B2M;S100A8
Acyl Chain Remodelling of PC	1/27	0.13138710634697248	0.2928850179548701	0	0	7.419716206123973	15.059110197836317	LPCAT4
Cholesterol Biosynthesis	1/27	0.13138710634697248	0.2928850179548701	0	0	7.419716206123973	15.059110197836317	EBP
Pyroptosis	1/27	0.13138710634697248	0.2928850179548701	0	0	7.419716206123973	15.059110197836317	BAK1
Downstream Signaling of Activated FGFR4	1/27	0.13138710634697248	0.2928850179548701	0	0	7.419716206123973	15.059110197836317	FGF23
Effects of PIP2 Hydrolysis	1/27	0.13138710634697248	0.2928850179548701	0	0	7.419716206123973	15.059110197836317	DGKA
Notch-HLH Transcription Pathway	1/28	0.1359099924104689	0.2928850179548701	0	0	7.144552319309601	14.258829118460973	MAML2
Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	2/124	0.13616534774001818	0.2928850179548701	0	0	3.178077788492446	6.336722710319434	VCAN;FGF23
MHC Class II Antigen Presentation	2/126	0.1397046233043849	0.2928850179548701	0	0	3.1265022137887413	6.153659565697459	LGMN;HLA-DPA1
Negative Regulation of FGFR3 Signaling	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	FGF23
Acyl Chain Remodelling of PE	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	LPCAT4
Phosphorylation of CD3 and TCR Zeta Chains	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	HLA-DPA1
DAP12 Signaling	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	B2M
EPHA-mediated Growth Cone Collapse	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	MYL12B
TNFs Bind Their Physiological Receptors	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	TNFRSF1B
TRAF6 Mediated IRF7 Activation	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	TRIM25
The Role of Nef in HIV-1 Replication and Disease Pathogenesis	1/29	0.14040955306858888	0.2928850179548701	0	0	6.889042995839112	13.524512360401653	B2M
Reproduction	2/127	0.1414818248005278	0.2928850179548701	0	0	3.1013333333333333	6.0649178973991384	SUN2;H3-3A
Glycosaminoglycan Metabolism	2/127	0.1414818248005278	0.2928850179548701	0	0	3.1013333333333333	6.0649178973991384	VCAN;CD44
Metabolism of Water-Soluble Vitamins and Cofactors	2/127	0.1414818248005278	0.2928850179548701	0	0	3.1013333333333333	6.0649178973991384	PANK2;DCAKD
Activation of Kainate Receptors Upon Glutamate Binding	1/30	0.1448859074147043	0.2928850179548701	0	0	6.651155005021761	12.848759048563156	NCALD
PD-1 Signaling	1/30	0.1448859074147043	0.2928850179548701	0	0	6.651155005021761	12.848759048563156	HLA-DPA1
Dectin-2 Family	1/30	0.1448859074147043	0.2928850179548701	0	0	6.651155005021761	12.848759048563156	MUC4
Downstream Signaling of Activated FGFR2	1/30	0.1448859074147043	0.2928850179548701	0	0	6.651155005021761	12.848759048563156	FGF23
Insulin Receptor Recycling	1/30	0.1448859074147043	0.2928850179548701	0	0	6.651155005021761	12.848759048563156	ATP6V1F
Activated NOTCH1 Transmits Signal to the Nucleus	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	ITCH
Negative Regulation of FGFR4 Signaling	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	FGF23
Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	B2M
RNA Polymerase I Promoter Opening	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	H3-3A
Downstream Signaling of Activated FGFR1	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	FGF23
Endosomal Sorting Complex Required For Transport (ESCRT)	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	VTA1
FGFR1 Mutant Receptor Activation	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	FGF23
Tight Junction Interactions	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	CLDN10
Transferrin Endocytosis and Recycling	1/31	0.14933917399017552	0.2928850179548701	0	0	6.429126213592233	12.225209957636702	ATP6V1F
Respiratory Syncytial Virus Infection Pathway	2/133	0.15224477036161102	0.2964623270012546	0	0	2.958389462655291	5.5684750778900085	STAT2;TRIM25
Regulation of Necroptotic Cell Death	1/32	0.15376947070834304	0.2964623270012546	0	0	6.221421860319449	11.64837276263413	ITCH
Termination of Translesion DNA Synthesis	1/32	0.15376947070834304	0.2964623270012546	0	0	6.221421860319449	11.64837276263413	TRIM25
Transcriptional Regulation of Pluripotent Stem Cells	1/32	0.15376947070834304	0.2964623270012546	0	0	6.221421860319449	11.64837276263413	DPPA4
Negative Regulation of FGFR1 Signaling	1/33	0.15817691491762376	0.300610774710397	0	0	6.026699029126213	11.113481054776814	FGF23
DNA Methylation	1/33	0.15817691491762376	0.300610774710397	0	0	6.026699029126213	11.113481054776814	H3-3A
FGFR2 Mutant Receptor Activation	1/33	0.15817691491762376	0.300610774710397	0	0	6.026699029126213	11.113481054776814	FGF23
Diseases of Metabolism	3/264	0.15856392512196765	0.300610774710397	0	0	2.2345510413110277	4.115143508290902	VCAN;ADAMTSL4;MUC4
Negative Regulation of FGFR2 Signaling	1/34	0.16256162332330876	0.305642721537626	0	0	5.8437775816416595	10.616379796798373	FGF23
RIPK1-mediated Regulated Necrosis	1/34	0.16256162332330876	0.305642721537626	0	0	5.8437775816416595	10.616379796798373	ITCH
Activated PKN1 Stimulates Transcription of AR (Androgen Receptor) Regulated Genes KLK2 and KLK3	1/35	0.1669237120821078	0.31000117958105733	0	0	5.671616219303255	10.153431627418566	H3-3A
Diseases Associated With the TLR Signaling Cascade	1/35	0.1669237120821078	0.31000117958105733	0	0	5.671616219303255	10.153431627418566	S100A8
Diseases of Immune System	1/35	0.1669237120821078	0.31000117958105733	0	0	5.671616219303255	10.153431627418566	S100A8
Budding and Maturation of HIV Virion	1/36	0.17126329677716243	0.31421290336132623	0	0	5.509292649098474	9.721439750246084	VTA1
ROS and RNS Production in Phagocytes	1/36	0.17126329677716243	0.31421290336132623	0	0	5.509292649098474	9.721439750246084	ATP6V1F
Signaling by NOTCH2	1/36	0.17126329677716243	0.31421290336132623	0	0	5.509292649098474	9.721439750246084	MAML2
NOD1 2 Signaling Pathway	1/37	0.1755804923421938	0.31955649606279274	0	0	5.355987055016182	9.317584096708819	ITCH
Assembly of the ORC Complex at the Origin of Replication	1/37	0.1755804923421938	0.31955649606279274	0	0	5.355987055016182	9.317584096708819	H3-3A
Defective B3GALTL Causes PpS	1/38	0.17987541321628472	0.3222593030356549	0	0	5.2109682498032015	8.939368177797602	ADAMTSL4
Signaling by FGFR1 in Disease	1/38	0.17987541321628472	0.3222593030356549	0	0	5.2109682498032015	8.939368177797602	FGF23
O-glycosylation of TSR Domain-Containing Proteins	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	ADAMTSL4
Ovarian Tumor Domain Proteases	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	TRIM25
Chromatin Modifications During the Maternal to Zygotic Transition (MZT)	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	H3-3A
Regulation of Endogenous Retroelements by the Human Silencing Hub (HUSH) Complex	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	H3-3A
Response of Mtb to Phagocytosis	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	RNF213
SIRT1 Negatively Regulates rRNA Expression	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	H3-3A
Synthesis of PA	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	LPCAT4
Translesion Synthesis by Y Family DNA Polymerases Bypasses Lesions on DNA Template	1/39	0.18414817316323137	0.3222593030356549	0	0	5.073582013285641	8.58457462014543	TRIM25
Signaling by FGFR3	1/40	0.18839888544735434	0.32563310176581944	0	0	4.9432412247946225	8.251227766182723	FGF23
PRC2 Methylates Histones and DNA	1/41	0.1926276626988041	0.32563310176581944	0	0	4.819417475728155	7.9375620866214165	H3-3A
Defective Pyroptosis	1/41	0.1926276626988041	0.32563310176581944	0	0	4.819417475728155	7.9375620866214165	H3-3A
Diseases Associated With Glycosaminoglycan Metabolism	1/41	0.1926276626988041	0.32563310176581944	0	0	4.819417475728155	7.9375620866214165	VCAN
Signaling by FGFR4	1/41	0.1926276626988041	0.32563310176581944	0	0	4.819417475728155	7.9375620866214165	FGF23
Generation of Second Messenger Molecules	1/41	0.1926276626988041	0.32563310176581944	0	0	4.819417475728155	7.9375620866214165	HLA-DPA1
Signaling by Retinoic Acid	1/41	0.1926276626988041	0.32563310176581944	0	0	4.819417475728155	7.9375620866214165	FABP5
ER to Golgi Anterograde Transport	2/155	0.1929000916286438	0.32563310176581944	0	0	2.530180699730873	4.163622053067811	PPP6C;ARCN1
Metabolism of Steroids	2/155	0.1929000916286438	0.32563310176581944	0	0	2.530180699730873	4.163622053067811	EBP;LGMN
RHO GTPase Effectors	3/291	0.19323282961927749	0.32563310176581944	0	0	2.022277227722772	3.3243395233720454	S100A8;H3-3A;MYL12B
Condensation of Prophase Chromosomes	1/42	0.19683461708697753	0.32926378961240726	0	0	4.701633909542979	7.641995369537486	H3-3A
Regulation of Beta-Cell Development	1/42	0.19683461708697753	0.32926378961240726	0	0	4.701633909542979	7.641995369537486	MAML2
Respiratory Electron Transport	2/158	0.1985561429974647	0.33092690499577454	0	0	2.4811463046757165	4.011228000534532	HIGD1A;UQCRH
Signaling by FGFR2 in Disease	1/43	0.20101986006637737	0.3338103515700792	0	0	4.589459084604716	7.3631058855585785	FGF23
PI3K Cascade	1/44	0.2051835026463682	0.33582191979891196	0	0	4.482501693384511	7.099612841373488	FGF23
Smooth Muscle Contraction	1/44	0.2051835026463682	0.33582191979891196	0	0	4.482501693384511	7.099612841373488	MYL12B
TP53 Regulates Transcription of Cell Death Genes	1/44	0.2051835026463682	0.33582191979891196	0	0	4.482501693384511	7.099612841373488	BCL6
Uptake and Actions of Bacterial Toxins	1/44	0.2051835026463682	0.33582191979891196	0	0	4.482501693384511	7.099612841373488	GUCY2C
DAP12 Interactions	1/45	0.2093256552055669	0.3401541897090462	0	0	4.380406001765225	6.850359605520956	B2M
ERCC6 (CSB) and EHMT2 (G9a) Positively Regulate rRNA Expression	1/45	0.2093256552055669	0.3401541897090462	0	0	4.380406001765225	6.850359605520956	H3-3A
Interleukin-10 Signaling	1/46	0.2134464276390798	0.3456161016931719	0	0	4.2828478964401295	6.614299245570354	TNFRSF1B
Degradation of GLI1 by the Proteasome	1/47	0.21754592915566165	0.34976465641634646	0	0	4.189531447868299	6.39048202869543	ITCH
Inhibition of DNA Recombination at Telomere	1/47	0.21754592915566165	0.34976465641634646	0	0	4.189531447868299	6.39048202869543	H3-3A
NOTCH1 Intracellular Domain Regulates Transcription	1/48	0.22162426852221281	0.3513555476571667	0	0	4.100185912001653	6.17804456892913	MAML2
Complex IV Assembly	1/48	0.22162426852221281	0.3513555476571667	0	0	4.100185912001653	6.17804456892913	HIGD1A
DNA Damage Bypass	1/48	0.22162426852221281	0.3513555476571667	0	0	4.100185912001653	6.17804456892913	TRIM25
IRS-mediated Signalling	1/48	0.22162426852221281	0.3513555476571667	0	0	4.100185912001653	6.17804456892913	FGF23
Signaling by NOTCH3	1/49	0.2256815539658193	0.3565455106057215	0	0	4.014563106796117	5.976200388856241	MAML2
Toll-like Receptor Cascades	2/174	0.22901810171675163	0.36041945292736055	0	0	2.248518011855905	3.314212638749852	S100A8;LGMN
Chondroitin Sulfate Dermatan Sulfate Metabolism	1/50	0.22971789307458146	0.36041945292736055	0	0	3.932435109966317	5.78423168094792	VCAN
Extension of Telomeres	1/51	0.2337333929268414	0.36545942880313687	0	0	3.8535922330097088	5.601482091690513	PPP6C
Signaling by FGFR1	1/52	0.23772816011474682	0.36916830324986283	0	0	3.777841233580811	5.427350389540752	FGF23
IRS-related Events Triggered by IGF1R	1/52	0.23772816011474682	0.36916830324986283	0	0	3.777841233580811	5.427350389540752	FGF23
IGF1R Signaling Cascade	1/53	0.24170230066444615	0.3740630843616429	0	0	3.7050037341299475	5.261284893777142	FGF23
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	1/54	0.24565591998779918	0.3776129851163805	0	0	3.6349148195640226	5.102778558422387	FGF23
Insulin Receptor Signalling Cascade	1/54	0.24565591998779918	0.3776129851163805	0	0	3.6349148195640226	5.102778558422387	FGF23
Ion Channel Transport	2/184	0.24822550520226225	0.3785435033723057	0	0	2.1238957121310063	2.9594737737527383	ATP8B1;ATP6V1F
Amino Acids Regulate mTORC1	1/55	0.24958912310261913	0.3785435033723057	0	0	3.5674217907227614	4.95136462030092	ATP6V1F
Intrinsic Pathway for Apoptosis	1/55	0.24958912310261913	0.3785435033723057	0	0	3.5674217907227614	4.95136462030092	BAK1
Ion Transport by P-type ATPases	1/55	0.24958912310261913	0.3785435033723057	0	0	3.5674217907227614	4.95136462030092	ATP8B1
Transport to the Golgi and Subsequent Modification	2/186	0.2520755472683901	0.3810444319173339	0	0	2.100596760443308	2.894677887540539	PPP6C;ARCN1
Heparan Sulfate Heparin (HS-GAG) Metabolism	1/57	0.2573946976351612	0.3829508990989344	0	0	3.439667128987517	4.668125613974909	VCAN
Meiotic Recombination	1/57	0.2573946976351612	0.3829508990989344	0	0	3.439667128987517	4.668125613974909	H3-3A
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	1/58	0.2612672762862036	0.3829508990989344	0	0	3.3791517629024015	4.535535844688943	MAML2
Constitutive Signaling by NOTCH1 PEST Domain Mutants	1/58	0.2612672762862036	0.3829508990989344	0	0	3.3791517629024015	4.535535844688943	MAML2
Signaling by ERBB4	1/58	0.2612672762862036	0.3829508990989344	0	0	3.3791517629024015	4.535535844688943	ITCH
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	1/58	0.2612672762862036	0.3829508990989344	0	0	3.3791517629024015	4.535535844688943	MAML2
Signaling by NOTCH1 PEST Domain Mutants in Cancer	1/58	0.2612672762862036	0.3829508990989344	0	0	3.3791517629024015	4.535535844688943	MAML2
Signaling by NOTCH1 in Cancer	1/58	0.2612672762862036	0.3829508990989344	0	0	3.3791517629024015	4.535535844688943	MAML2
Transcriptional Regulation of Granulopoiesis	1/58	0.2612672762862036	0.3829508990989344	0	0	3.3791517629024015	4.535535844688943	H3-3A
B-WICH Complex Positively Regulates rRNA Expression	1/59	0.2651198532223392	0.3829508990989344	0	0	3.320723133578842	4.408503298868296	H3-3A
RNA Polymerase I Promoter Escape	1/59	0.2651198532223392	0.3829508990989344	0	0	3.320723133578842	4.408503298868296	H3-3A
Formation of Paraxial Mesoderm	1/59	0.2651198532223392	0.3829508990989344	0	0	3.320723133578842	4.408503298868296	MAML2
Iron Uptake and Transport	1/59	0.2651198532223392	0.3829508990989344	0	0	3.320723133578842	4.408503298868296	ATP6V1F
Meiotic Synapsis	1/59	0.2651198532223392	0.3829508990989344	0	0	3.320723133578842	4.408503298868296	SUN2
Formation of the Beta-Catenin TCF Transactivating Complex	1/60	0.2689525306168844	0.3872575994641848	0	0	3.2642751357577753	4.286712637666174	H3-3A
Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways	1/61	0.27276541035862245	0.39150871202893756	0	0	3.209708737864078	4.169871139308993	ITCH
Metabolism of Vitamins and Cofactors	2/198	0.27519764529088014	0.3937576371300329	0	0	1.9707883153261305	2.5428406230004748	PANK2;DCAKD
Cellular Response to Hypoxia	1/62	0.2765585937098446	0.3944644518431953	0	0	3.156931402196403	4.057706747190802	HIGD1A
rRNA Modification in the Nucleus and Cytosol	1/63	0.2803321814504249	0.39735558429888884	0	0	3.1058565612276854	3.9499663091867876	RPS14
Signaling by FGFR in Disease	1/63	0.2803321814504249	0.39735558429888884	0	0	3.1058565612276854	3.9499663091867876	FGF23
Programmed Cell Death	2/202	0.28290319542013337	0.39851688518935197	0	0	1.9309803921568627	2.438153368286643	ITCH;BAK1
Transcriptional Regulation by RUNX1	2/202	0.28290319542013337	0.39851688518935197	0	0	1.9309803921568627	2.438153368286643	ITCH;H3-3A
Semaphorin Interactions	1/64	0.2840862737801622	0.3989483165739932	0	0	3.0564031437817847	3.846413994549356	MYL12B
RAB Geranylgeranylation	1/65	0.2878209704561118	0.40171331766113766	0	0	3.008495145631068	3.746829863077008	RAB3B
RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function	1/65	0.2878209704561118	0.40171331766113766	0	0	3.008495145631068	3.746829863077008	H3-3A
Regulation of Endogenous Retroelements by Piwi-interacting RNAs (piRNAs)	1/66	0.29153637074886585	0.40565458315209163	0	0	2.9620612397311428	3.6510085740328897	H3-3A
FOXO-mediated Transcription	1/67	0.2952325734058309	0.409545185669674	0	0	2.9170344218887907	3.558758217453651	BCL6
COPII-mediated Vesicle Transport	1/69	0.30256777809113855	0.4184447994877448	0	0	2.830953740719589	3.3842635553654015	PPP6C
Signaling by Receptor Tyrosine Kinases	4/536	0.3044123082349727	0.4197200007482199	0	0	1.45593984962406	1.731654410260543	ITCH;FLT1;FGF23;ATP6V1F
Hemostasis	5/707	0.30688904679719825	0.4218565446910127	0	0	1.3809030475697142	1.6312179728757963	DGKA;PSG2;GLG1;H3-3A;CD44
Signaling by NOTCH4	1/72	0.3134290425363882	0.4295488384158332	0	0	2.710925748666758	3.1451680271806124	MAML2
Hedgehog 'On' State	1/73	0.31701210482575165	0.4331546777649159	0	0	2.6731391585760518	3.0709432185690173	ITCH
Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell	2/223	0.323187695797541	0.4376138196019802	0	0	1.745630378848372	1.9717279569152446	FCGR2B;B2M
Positive Epigenetic Regulation of rRNA Expression	1/75	0.3241227630898183	0.4376138196019802	0	0	2.6006297559695617	2.929955138790926	H3-3A
Signaling by FGFR2	1/75	0.3241227630898183	0.4376138196019802	0	0	2.6006297559695617	2.929955138790926	FGF23
Transcriptional Regulation by Small RNAs	1/75	0.3241227630898183	0.4376138196019802	0	0	2.6006297559695617	2.929955138790926	H3-3A
NoRC Negatively Regulates rRNA Expression	1/76	0.3276505482412747	0.43847352779347054	0	0	2.5658252427184465	2.862967409359358	H3-3A
Regulation of Endogenous Retroelements by KRAB-ZFP Proteins	1/76	0.3276505482412747	0.43847352779347054	0	0	2.5658252427184465	2.862967409359358	H3-3A
ECM Proteoglycans	1/76	0.3276505482412747	0.43847352779347054	0	0	2.5658252427184465	2.862967409359358	VCAN
HIV Infection	2/227	0.3308079021223187	0.44140057321306453	0	0	1.7142483660130718	1.8963314187518354	VTA1;B2M
Costimulation by the CD28 Family	1/78	0.334651499613662	0.4439254586711842	0	0	2.4989282562098096	2.735490769716012	HLA-DPA1
Diseases of Programmed Cell Death	1/78	0.334651499613662	0.4439254586711842	0	0	2.4989282562098096	2.735490769716012	H3-3A
RNA Polymerase I Promoter Clearance	1/79	0.3381248522041658	0.44722909230492863	0	0	2.4667662434652726	2.6748134724436103	H3-3A
RNA Polymerase I Transcription	1/81	0.3450177731416979	0.4537083432932733	0	0	2.404854368932039	2.559148254692335	H3-3A
Senescence-Associated Secretory Phenotype (SASP)	1/81	0.3450177731416979	0.4537083432932733	0	0	2.404854368932039	2.559148254692335	H3-3A
Post-translational Protein Modification	9/1457	0.3460413279538531	0.45374295163977857	0	0	1.2069787728990986	1.2808423326504028	RAB3B;PPP6C;VCAN;B3GNT8;ADAMTSL4;TRIM25;FGF23;MUC4;ARCN1
Negative Epigenetic Regulation of rRNA Expression	1/82	0.34843752497689845	0.45557205133473794	0	0	2.375044947860482	2.5040011797406714	H3-3A
Constitutive Signaling by Aberrant PI3K in Cancer	1/83	0.35183959258144204	0.45870204763483136	0	0	2.345962585839451	2.4505453871121734	FGF23
Vesicle-mediated Transport	5/752	0.3532337795019408	0.45920391335252303	0	0	1.2946736440712345	1.3472699892050721	PPP6C;VTA1;DENND3;SCARF1;ARCN1
Integrin Cell Surface Interactions	1/85	0.3585910369466141	0.46463848268771607	0	0	2.289875173370319	2.348433493286566	CD44
Metabolism of Lipids	5/758	0.35945658440895834	0.46463848268771607	0	0	1.2839550887359652	1.3136938969175849	EBP;GK;FABP5;LPCAT4;LGMN
Transcriptional Regulation by RUNX3	1/86	0.361940593415089	0.466523994345228	0	0	2.2628212450028555	2.2996490843913855	MAML2
TNFR2 Non-Canonical NF-kB Pathway	1/88	0.3685878209694866	0.47374988288450964	0	0	2.2105791764312017	2.2063266313583068	TNFRSF1B
RAB GEFs Exchange GTP for GDP on RABs	1/90	0.3751664573036265	0.47962611217084	0	0	2.1606850659976002	2.1183042339180473	DENND3
Activation of HOX Genes During Differentiation	1/91	0.37843027311941	0.47962611217084	0	0	2.1365695792880257	2.076154745756979	H3-3A
Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis	1/91	0.37843027311941	0.47962611217084	0	0	2.1365695792880257	2.076154745756979	H3-3A
Downstream TCR Signaling	1/91	0.37843027311941	0.47962611217084	0	0	2.1365695792880257	2.076154745756979	HLA-DPA1
Signaling by FGFR	1/91	0.37843027311941	0.47962611217084	0	0	2.1365695792880257	2.076154745756979	FGF23
Cell-cell Junction Organization	1/92	0.3816772034509442	0.48106129520825375	0	0	2.1129841032753656	2.035184123144433	CLDN10
EPH-Ephrin Signaling	1/92	0.3816772034509442	0.48106129520825375	0	0	2.1129841032753656	2.035184123144433	MYL12B
Signaling by ALK Fusions and Activated Point Mutants	1/93	0.3849073348213434	0.482459607007469	0	0	2.0899113550021107	1.9953484304524305	RNF213
Signaling by ALK in Cancer	1/93	0.3849073348213434	0.482459607007469	0	0	2.0899113550021107	1.9953484304524305	RNF213
Oxidative Stress Induced Senescence	1/94	0.3881207532938546	0.483821760955353	0	0	2.0673347948637644	1.956605796187279	H3-3A
MITF-M-dependent Gene Expression	1/94	0.3881207532938546	0.483821760955353	0	0	2.0673347948637644	1.956605796187279	ATP6V1F
Aerobic Respiration and Respiratory Electron Transport	2/260	0.39259962748934757	0.48806784291708505	0	0	1.4924760601915186	1.3954127989787986	HIGD1A;UQCRH
Hedgehog 'Off' State	1/99	0.4039401343045305	0.5007977141922654	0	0	1.9613631860511194	1.77795335766201	ITCH
Assembly of the Pre-Replicative Complex	1/101	0.4101538604798931	0.5038674814541823	0	0	1.9219417475728156	1.712878536758047	H3-3A
COPI-dependent Golgi-to-ER Retrograde Traffic	1/101	0.4101538604798931	0.5038674814541823	0	0	1.9219417475728156	1.712878536758047	ARCN1
COPI-mediated Anterograde Transport	1/101	0.4101538604798931	0.5038674814541823	0	0	1.9219417475728156	1.712878536758047	ARCN1
Signaling by Nuclear Receptors	2/270	0.41084579257033327	0.5038674814541823	0	0	1.4360550190225343	1.2774245551809662	FABP5;H3-3A
Epigenetic Regulation of Adipogenesis Genes by MLL3 and MLL4 Complexes	1/103	0.4163034269347755	0.5056699860798988	0	0	1.8840662478583667	1.6510842979828917	H3-3A
Epigenetic Regulation of Gene Expression by MLL3 and MLL4 Complexes	1/103	0.4163034269347755	0.5056699860798988	0	0	1.8840662478583667	1.6510842979828917	H3-3A
MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis	1/103	0.4163034269347755	0.5056699860798988	0	0	1.8840662478583667	1.6510842979828917	H3-3A
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	3/451	0.4171669621174228	0.5056699860798988	0	0	1.2894271570014144	1.1273058668937974	RNF213;MAML2;FGF23
Signaling by Interleukins	3/452	0.41855743479302165	0.5056699860798988	0	0	1.2864892279873867	1.1204564190331792	BCL6;STAT2;TNFRSF1B
Membrane Trafficking	4/633	0.41898370275191615	0.5056699860798988	0	0	1.2252464228934816	1.0658703568665422	PPP6C;VTA1;DENND3;ARCN1
Signaling by VEGF	1/108	0.43140093344151265	0.5192789013647837	0	0	1.7955720896470375	1.509568665107465	FLT1
