Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Peptide Chain Elongation	6/94	0.05641686499214412	0.5646592313561555	0	0	2.2881155303030303	6.5783027255851065	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39
Cell Junction Organization	7/119	0.05909663302553243	0.5825532570739193	0	0	2.098478260869565	5.9357164238030204	CLDN9;FBLIM1;SNAI1;PARVA;PARVB;ACTB;CRB3
Translation	14/302	0.05941562844470458	0.5825532570739193	0	0	1.6372016823161188	4.622144485789082	RPL41;AARS2;RPS27L;RPL23A;RPS4Y1;MRPL54;TUFM;MRPL20;NARS1;SEC61G;RPL35;SEC61B;EIF3F;RPL39
SUMO E3 Ligases SUMOylate Target Proteins	9/170	0.0610346105459113	0.5825532570739193	0	0	1.87867061233781	5.253353291076758	SUZ12;BLM;ZNF350;NUP210;SUMO3;MBD1;SUMO2;BRCA1;TOPORS
Response to Metal Ions	2/14	0.061057165028205046	0.5825532570739193	0	0	5.576436781609195	15.591408987288645	MT1X;MT1E
Antigen processing-Cross Presentation	6/96	0.06126951585478964	0.5825532570739193	0	0	2.237037037037037	6.246865199558332	PSMC3;SEC61G;LY96;SEC61B;S100A9;S100A8
Late Phase of HIV Life Cycle	8/145	0.06174760848220516	0.5825532570739193	0	0	1.9614944428902057	5.462173640350079	GTF2A2;CTDP1;NUP210;ELOB;ELOC;NELFCD;CHMP6;POLR2J
PTEN Regulation	8/145	0.06174760848220516	0.5825532570739193	0	0	1.9614944428902057	5.462173640350079	SUZ12;RRAGA;PSMC3;RHEB;NEDD4;ATN1;SNAI1;LAMTOR2
Packaging Of Telomere Ends	3/32	0.06521798034498921	0.6003970691490099	0	0	3.4641772378059676	9.457273405704363	H2BC12;H2AJ;TERF2IP
Selenoamino Acid Metabolism	7/122	0.06574610631014904	0.6003970691490099	0	0	2.0434177693761817	5.562090865621366	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;SEPHS2
Eukaryotic Translation Termination	6/98	0.06636202200088873	0.6003970691490099	0	0	2.188179347826087	5.935721696913298	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39
Positive Epigenetic Regulation of rRNA Expression	5/75	0.06738493517861317	0.6003970691490099	0	0	2.395147313691508	6.460511804521976	H2BC12;H2AJ;TAF1D;DEK;ACTB
Eukaryotic Translation Elongation	6/99	0.06899820030352814	0.6003970691490099	0	0	2.1645385304659497	5.787272246526229	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39
Response of EIF2AK1 (HRI) to Heme Deficiency	2/15	0.0691289623472789	0.6003970691490099	0	0	5.147214854111406	13.752233420151564	CHAC1;ATF3
Influenza Viral RNA Transcription and Replication	8/149	0.07000650252908837	0.6003970691490099	0	0	1.9054538265747398	5.066920217609658	RPL41;NUP210;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;POLR2J
Formation of the Early Elongation Complex	3/33	0.0702517128890067	0.6003970691490099	0	0	3.34853195164076	8.892597817968142	CTDP1;NELFCD;POLR2J
Formation of the HIV-1 Early Elongation Complex	3/33	0.0702517128890067	0.6003970691490099	0	0	3.34853195164076	8.892597817968142	CTDP1;NELFCD;POLR2J
PERK Regulates Gene Expression	3/33	0.0702517128890067	0.6003970691490099	0	0	3.34853195164076	8.892597817968142	EXOSC4;CCL2;ATF3
Sialic Acid Metabolism	3/33	0.0702517128890067	0.6003970691490099	0	0	3.34853195164076	8.892597817968142	CTSA;SLC17A5;ST8SIA4
Cap-dependent Translation Initiation	7/124	0.07042016015214278	0.6003970691490099	0	0	2.0082794500185805	5.328519045500311	RPL41;RPL35;RPS27L;RPL23A;EIF3F;RPS4Y1;RPL39
Eukaryotic Translation Initiation	7/124	0.07042016015214278	0.6003970691490099	0	0	2.0082794500185805	5.328519045500311	RPL41;RPL35;RPS27L;RPL23A;EIF3F;RPS4Y1;RPL39
Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC)	6/100	0.07169424296533208	0.6057369537231687	0	0	2.1414007092198584	5.643329283655536	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39
SUMOylation	9/176	0.0724619691244994	0.6057369537231687	0	0	1.8106091481957551	4.752293914841686	SUZ12;BLM;ZNF350;NUP210;SUMO3;MBD1;SUMO2;BRCA1;TOPORS
G2 M DNA Damage Checkpoint	5/77	0.07367782234686675	0.6057369537231687	0	0	2.328374735220489	6.07252574484352	H2BC12;BLM;BRIP1;BRCA1;YWHAH
Protein Ubiquitination	5/77	0.07367782234686675	0.6057369537231687	0	0	2.328374735220489	6.07252574484352	H2BC12;RRAGA;SELENOS;RNF181;UBE2K
SUMOylation of DNA Damage Response and Repair Proteins	5/77	0.07367782234686675	0.6057369537231687	0	0	2.328374735220489	6.07252574484352	BLM;NUP210;SUMO3;SUMO2;BRCA1
Citric Acid Cycle (TCA Cycle)	3/34	0.07545481833353113	0.6096747389353543	0	0	3.2403476516797594	8.37377520872351	LYRM4;SDHC;SDHD
Transcriptional Regulation by E2F6	3/34	0.07545481833353113	0.6096747389353543	0	0	3.2403476516797594	8.37377520872351	SUZ12;APAF1;BRCA1
Amino Acids Regulate mTORC1	4/55	0.07574586243940545	0.6096747389353543	0	0	2.627993758056856	6.781200083374486	RRAGA;RHEB;LAMTOR2;DEPDC5
Viral mRNA Translation	6/102	0.07726544269659898	0.6120200309006597	0	0	2.0965711805555554	5.368288281966671	RPL41;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39
Nucleotide-like (Purinergic) Receptors	2/16	0.07752632756145628	0.6120200309006597	0	0	4.779310344827586	12.221354614205461	P2RY10;LPAR4
Reproduction	7/127	0.07779323465096444	0.6120200309006597	0	0	1.957768115942029	4.999554023067489	H2BC12;BLM;H2AJ;PRDM9;TERF2IP;BRCA1;CBFA2T2
Class I MHC Mediated Antigen Processing & Presentation	16/373	0.07999451732575683	0.6120200309006597	0	0	1.5093189219150558	3.8122334768217057	FBXW4;FBXO15;LY96;FBXL18;LRRC41;PSMC3;CDC26;SEC61G;NEDD4;TRIM69;ELOB;ELOC;SEC61B;S100A9;UBE2K;S100A8
Diseases Associated With the TLR Signaling Cascade	3/35	0.08082280164804541	0.6120200309006597	0	0	3.138924870466321	7.895953441397058	LY96;S100A9;S100A8
Diseases of Immune System	3/35	0.08082280164804541	0.6120200309006597	0	0	3.138924870466321	7.895953441397058	LY96;S100A9;S100A8
Impaired BRCA2 Binding to RAD51	3/35	0.08082280164804541	0.6120200309006597	0	0	3.138924870466321	7.895953441397058	BLM;BRIP1;BRCA1
N-glycan Trimming in the ER and Calnexin Calreticulin Cycle	3/35	0.08082280164804541	0.6120200309006597	0	0	3.138924870466321	7.895953441397058	RNF103;TRIM13;DERL2
SUMOylation of SUMOylation Proteins	3/35	0.08082280164804541	0.6120200309006597	0	0	3.138924870466321	7.895953441397058	NUP210;SUMO2;TOPORS
Processing of DNA Double-Strand Break Ends	5/80	0.08369503884923675	0.6273641663246693	0	0	2.234893125361063	5.54382130230269	H2BC12;BLM;BRIP1;SUMO2;BRCA1
E3 Ubiquitin Ligases Ubiquitinate Target Proteins	4/57	0.08393925422588973	0.6273641663246693	0	0	2.528563034536789	6.264924306897544	H2BC12;RRAGA;SELENOS;RNF181
Cleavage of the Damaged Purine	3/36	0.08635100741514687	0.6281423398518637	0	0	3.04364892447794	7.454915253472534	H2BC12;H2AJ;TERF2IP
Depurination	3/36	0.08635100741514687	0.6281423398518637	0	0	3.04364892447794	7.454915253472534	H2BC12;H2AJ;TERF2IP
Recognition and Association of DNA Glycosylase With Site Containing an Affected Purine	3/36	0.08635100741514687	0.6281423398518637	0	0	3.04364892447794	7.454915253472534	H2BC12;H2AJ;TERF2IP
Signaling by High-Kinase Activity BRAF Mutants	3/36	0.08635100741514687	0.6281423398518637	0	0	3.04364892447794	7.454915253472534	NRAS;BRAF;ACTB
Signaling by ROBO Receptors	10/210	0.08756976719844022	0.6281423398518637	0	0	1.679895104895105	4.091081246284937	RPL41;PSMC3;MAGOH;RPL35;RPS27L;ELOB;RPL23A;ELOC;RPS4Y1;RPL39
SUMOylation of Chromatin Organization Proteins	4/58	0.0881920652044679	0.6281423398518637	0	0	2.48160963731898	6.025939526498428	SUZ12;NUP210;SUMO3;SUMO2
Signaling by ERBB4	4/58	0.0881920652044679	0.6281423398518637	0	0	2.48160963731898	6.025939526498428	APH1A;NRAS;NEDD4;STMN1
Chromatin Modifying Enzymes	11/238	0.0889549968686827	0.6281423398518637	0	0	1.6286521058194527	3.9407268471441967	SUZ12;H2BC12;BRD1;H2AJ;ENY2;PRDM9;KMT2A;KDM1B;BRPF3;ASH2L;ACTB
Chromatin Organization	11/238	0.0889549968686827	0.6281423398518637	0	0	1.6286521058194527	3.9407268471441967	SUZ12;H2BC12;BRD1;H2AJ;ENY2;PRDM9;KMT2A;KDM1B;BRPF3;ASH2L;ACTB
HIV Life Cycle	8/158	0.09094485902703271	0.6382776386592357	0	0	1.7902903600464577	4.292224541341904	GTF2A2;CTDP1;NUP210;ELOB;ELOC;NELFCD;CHMP6;POLR2J
HDR Through Single Strand Annealing (SSA)	3/37	0.09203464097819493	0.6416954026359213	0	0	2.95397744590064	7.046979765396626	BLM;BRIP1;BRCA1
Meiotic Synapsis	4/59	0.0925468608493162	0.6416954026359213	0	0	2.4363636363636365	5.798643296394122	H2BC12;H2AJ;TERF2IP;BRCA1
Formation of the Beta-Catenin TCF Transactivating Complex	4/60	0.09700196137718672	0.6685584284140235	0	0	2.3927335640138407	5.5823050225858895	H2BC12;PYGO2;H2AJ;ASH2L
Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding	3/38	0.09786878816700188	0.6705177094060665	0	0	2.8694300518134717	6.668921561580427	GNG5;PDCL;CCT8
Maternal to Zygotic Transition (MZT)	6/109	0.09862247852377354	0.6716832708926825	0	0	1.9533778317152104	4.524913928329621	H2BC12;H2AJ;KDM1B;TET3;TNKS1BP1;ELOC
RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs	5/85	0.1018929612790839	0.6828881353977373	0	0	2.0946707105719238	4.783876869497875	H2BC12;H2AJ;CBFB;KMT2A;PSMC3
Keratinization	10/217	0.1029528211610257	0.6828881353977373	0	0	1.6224958616262963	3.6887190997012413	SPRR2E;SPRR3;KRT26;KRT1;LIPN;KRT13;DSG3;SPRR2A;PPL;SPRR2D
Association of TriC CCT With Target Proteins During Biosynthesis	3/39	0.10384843394852357	0.6828881353977373	0	0	2.78957973517559	6.317903810943394	FBXW4;AP3M1;CCT8
Chromatin Modifications During the Maternal to Zygotic Transition (MZT)	3/39	0.10384843394852357	0.6828881353977373	0	0	2.78957973517559	6.317903810943394	H2BC12;H2AJ;TET3
SIRT1 Negatively Regulates rRNA Expression	3/39	0.10384843394852357	0.6828881353977373	0	0	2.78957973517559	6.317903810943394	H2BC12;TAF1D;H2AJ
Processive Synthesis on the C-strand of the Telomere	2/19	0.10442077483058362	0.6828881353977373	0	0	3.9352941176470586	8.891114799636643	BLM;TERF2IP
Scavenging by Class A Receptors	2/19	0.10442077483058362	0.6828881353977373	0	0	3.9352941176470586	8.891114799636643	FTH1;FTL
Cellular Response to Hypoxia	4/62	0.10620595065317867	0.6906386960554162	0	0	2.3099868750745736	5.179857140610788	PSMC3;ELOB;ELOC;HIGD1A
ESR-mediated Signaling	9/192	0.10900317153201744	0.6931271873531083	0	0	1.6509312505364346	3.6590881993925914	H2BC12;H2AJ;GTF2A2;NRAS;CBFB;GNG5;HSBP1;TFF3;POLR2J
Presynaptic Phase of Homologous DNA Pairing and Strand Exchange	3/40	0.1099684796973662	0.6931271873531083	0	0	2.714045651869486	5.9914226969813225	BLM;BRIP1;BRCA1
NCAM Signaling for Neurite Out-Growth	4/63	0.11095108752299164	0.6931271873531083	0	0	2.270717259984752	4.9925484439694054	PRNP;NRAS;ST8SIA4;NCAM1
Apoptotic Factor-Mediated Response	2/20	0.11387524253140204	0.6931271873531083	0	0	3.7164750957854404	8.074606282729947	APAF1;CYCS
SUMOylation of Transcription Factors	2/20	0.11387524253140204	0.6931271873531083	0	0	3.7164750957854404	8.074606282729947	SUMO3;SUMO2
Signaling by Hippo	2/20	0.11387524253140204	0.6931271873531083	0	0	3.7164750957854404	8.074606282729947	SAV1;STK3
Synthesis of Substrates in N-glycan Biosythesis	4/64	0.11578903533514597	0.6931271873531083	0	0	2.2327566320645906	4.81379071064628	CTSA;PMM2;SLC17A5;ST8SIA4
Cleavage of the Damaged Pyrimidine	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	H2BC12;H2AJ;TERF2IP
Defective Homologous Recombination Repair (HRR) Due to BRCA2 Loss of Function	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	BLM;BRIP1;BRCA1
Defective Pyroptosis	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	SUZ12;H2BC12;H2AJ
Depyrimidination	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	H2BC12;H2AJ;TERF2IP
Diseases of DNA Double-Strand Break Repair	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	BLM;BRIP1;BRCA1
MTOR Signalling	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	RRAGA;RHEB;LAMTOR2
PRC2 Methylates Histones and DNA	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	SUZ12;H2BC12;H2AJ
Recognition and Association of DNA Glycosylase With Site Containing an Affected Pyrimidine	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	H2BC12;H2AJ;TERF2IP
Signaling by RAF1 Mutants	3/41	0.1162237594779756	0.6931271873531083	0	0	2.6424870466321244	5.687260996407555	NRAS;BRAF;ACTB
Mitochondrial Protein Import	4/65	0.12071775145129796	0.7054362598715157	0	0	2.19604061489591	4.6430888715736645	COX17;TOMM7;TIMM17B;TIMM23
Influenza Infection	8/169	0.12091621091974711	0.7054362598715157	0	0	1.6670201484623541	3.5218425276011924	RPL41;NUP210;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;POLR2J
Condensation of Prophase Chromosomes	3/42	0.12260905517173698	0.7054362598715157	0	0	2.574598113458217	5.403449115586694	H2BC12;H2AJ;MCPH1
NCAM1 Interactions	3/42	0.12260905517173698	0.7054362598715157	0	0	2.574598113458217	5.403449115586694	PRNP;ST8SIA4;NCAM1
Vif-mediated Degradation of APOBEC3G	3/42	0.12260905517173698	0.7054362598715157	0	0	2.574598113458217	5.403449115586694	PSMC3;ELOB;ELOC
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	6/116	0.12277519003891754	0.7054362598715157	0	0	1.8284090909090909	3.834905810891254	H2BC12;BLM;BRIP1;SUMO2;BRCA1;SPIDR
Activation of HOX Genes During Differentiation	5/91	0.12608859170156445	0.7054362598715157	0	0	1.9479263230018944	4.0337083860131315	H2BC12;SUZ12;H2AJ;ASH2L;POLR2J
Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis	5/91	0.12608859170156445	0.7054362598715157	0	0	1.9479263230018944	4.0337083860131315	H2BC12;SUZ12;H2AJ;ASH2L;POLR2J
HIV Infection	10/227	0.1274662522670568	0.7054362598715157	0	0	1.5469208211143695	3.1865078263708484	GTF2A2;CTDP1;NUP210;PSMC3;AP2S1;ELOB;ELOC;NELFCD;CHMP6;POLR2J
rRNA Processing in the Nucleus and Cytosol	9/199	0.12772767514026595	0.7054362598715157	0	0	1.5895287958115183	3.2710194931204772	RPL41;EXOSC4;KRR1;RPL35;RPS27L;RPL23A;RPS4Y1;RPL39;NOP10
Base-Excision Repair, AP Site Formation	3/43	0.1291191105503729	0.7054362598715157	0	0	2.510103626943005	5.138232233637936	H2BC12;H2AJ;TERF2IP
Homologous DNA Pairing and Strand Exchange	3/43	0.1291191105503729	0.7054362598715157	0	0	2.510103626943005	5.138232233637936	BLM;BRIP1;BRCA1
EPH-Ephrin Signaling	5/92	0.13035784549068447	0.7054362598715157	0	0	1.9254367616884798	3.923023398310092	APH1A;TIAM1;EPHA7;AP2S1;ACTB
Clathrin-mediated Endocytosis	7/145	0.13096496572385063	0.7054362598715157	0	0	1.7008191556395715	3.4574684293253006	SYT2;COPS5;FNBP1;AP2S1;ADRB2;ACTB;UBQLN2
Chromosome Maintenance	6/119	0.13393896071417563	0.7054362598715157	0	0	1.7795907079646018	3.5776377288874994	H2BC12;BLM;H2AJ;TERF2IP;POLR2J;NOP10
Intra-Golgi Traffic	3/44	0.13574864455313154	0.7054362598715157	0	0	2.4487552129407306	4.890042469581497	COG7;MAN1A1;RAB33B
Cellular Response to Chemical Stress	9/202	0.136244540603508	0.7054362598715157	0	0	1.564576947074302	3.118677354245266	PSMC3;MT-CO1;CYCS;CCL2;MT-CO2;MT-CO3;BRCA1;COX6A1;COX5A
Programmed Cell Death	9/202	0.136244540603508	0.7054362598715157	0	0	1.564576947074302	3.118677354245266	PSMC3;APAF1;IL1B;HMGB2;LY96;CYCS;DSG3;CHMP6;YWHAH
Activation of RAS in B Cells	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	NRAS
Beta Oxidation of butanoyl-CoA to acetyl-CoA	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	ECHS1
Beta Oxidation of hexanoyl-CoA to butanoyl-CoA	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	ECHS1
Beta Oxidation of lauroyl-CoA to decanoyl-CoA-CoA	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	ECHS1
Beta Oxidation of octanoyl-CoA to hexanoyl-CoA	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	ECHS1
Hyaluronan Biosynthesis and Export	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	CEMIP
IRF3 Mediated Activation of Type 1 IFN	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	DTX4
N-glycan Trimming and Elongation in the cis-Golgi	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	MAN1A1
RUNX1 Regulates Expression of Components of Tight Junctions	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	CBFB
RUNX1 Regulates Transcription of Genes Involved in Interleukin Signaling	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	CBFB
RUNX2 Regulates Chondrocyte Maturation	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	CBFB
Signalling to P38 via RIT and RIN	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	BRAF
Trafficking of Myristoylated Proteins to the Cilium	1/5	0.1372873346752559	0.7054362598715157	0	0	8.353700516351118	16.587769492769116	RP2
HDR Through Homologous Recombination (HRR)	4/69	0.14129750552632078	0.7130813489440133	0	0	2.0604737822730903	4.032115683645157	BLM;BRIP1;BRCA1;SPIDR
Estrogen-dependent Gene Expression	6/121	0.14163951503212235	0.7130813489440133	0	0	1.7484601449275363	3.417313031800039	H2BC12;H2AJ;GTF2A2;CBFB;TFF3;POLR2J
Paradoxical Activation of RAF Signaling by Kinase Inactive BRAF	3/45	0.14249236338585844	0.7130813489440133	0	0	2.390328151986183	4.657475214925771	NRAS;BRAF;ACTB
Signaling by RAS Mutants	3/45	0.14249236338585844	0.7130813489440133	0	0	2.390328151986183	4.657475214925771	NRAS;BRAF;ACTB
Signaling by Moderate Kinase Activity BRAF Mutants	3/45	0.14249236338585844	0.7130813489440133	0	0	2.390328151986183	4.657475214925771	NRAS;BRAF;ACTB
Signaling Downstream of RAS Mutants	3/45	0.14249236338585844	0.7130813489440133	0	0	2.390328151986183	4.657475214925771	NRAS;BRAF;ACTB
Telomere Extension By Telomerase	2/23	0.14341147216624214	0.7137512367402339	0	0	3.185057471264368	6.185500580192458	TERF2IP;NOP10
Epigenetic Regulation of Gene Expression	12/291	0.14386645258360925	0.7137512367402339	0	0	1.4441803433314468	2.8000776856920147	SUZ12;H2BC12;H2AJ;TAF1D;KMT2A;TET3;SUMO2;ASH2L;DEK;ZNF354A;ACTB;MED17
Homology Directed Repair	6/122	0.14556503728716816	0.7190787893456247	0	0	1.7332974137931034	3.3402934326276457	H2BC12;BLM;BRIP1;SUMO2;BRCA1;SPIDR
M-decay Degradation of Maternal mRNAs by Maternally Stored Factors	3/46	0.14934497202522154	0.7314726076639574	0	0	2.334618628750452	4.439268919350512	KDM1B;TNKS1BP1;ELOC
SUMOylation of DNA Replication Proteins	3/46	0.14934497202522154	0.7314726076639574	0	0	2.334618628750452	4.439268919350512	NUP210;SUMO3;SUMO2
Base Excision Repair	4/71	0.15207503361171296	0.7316979953762374	0	0	1.9987605226462841	3.764428067116906	H2BC12;H2AJ;TERF2IP;ADPRS
RHO GTPases Activate NADPH Oxidases	2/24	0.15358408542176125	0.7316979953762374	0	0	3.04012539184953	5.695696427999763	S100A9;S100A8
Post-translational Protein Modification	49/1457	0.16137885790961645	0.7316979953762374	0	0	1.175925827221559	2.1448893245814333	KDM1B;TNC;BRCA1;ACTB;SUMO3;SUMO2;ELOB;MAN1A1;ELOC;FBXW4;CD52;COG7;NUP210;FBXO15;LRRC41;TOPORS;RAB33B;H2BC12;RRAGA;SELENOS;LY6D;TRIM13;PIGM;BLM;ZNF350;DERL2;ADRB2;METTL21A;STAMBPL1;DPH1;SLC17A5;ST8SIA4;RAB6A;ZC3H15;CTSA;SUZ12;ICMT;GALNT2;MBD1;PMM2;FBXL18;PSMB9;BPIFB2;RNF103;COPS5;PSMC3;RNF181;MELTF;UBE2K
Activated NTRK2 Signals Through CDK5	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	TIAM1
Beta Oxidation of decanoyl-CoA to octanoyl-CoA-CoA	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	ECHS1
Estrogen-stimulated Signaling Through PRKCZ	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	NRAS
Methionine Salvage Pathway	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	ADI1
NFE2L2 Regulating Inflammation Associated Genes	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	CCL2
Negative Feedback Regulation of MAPK Pathway	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	BRAF
RUNX1 Regulates Estrogen Receptor Mediated Transcription	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	CBFB
RUNX1 Regulates Transcription of Genes Involved in BCR Signaling	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	CBFB
RUNX1 Regulates Transcription of Genes Involved in WNT Signaling	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	CBFB
RUNX3 Regulates Immune Response and Cell Migration	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	CBFB
SARS-CoV-2 Targets PDZ Proteins in Cell-Cell Junction	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	CRB3
SLC15A4 TASL-dependent IRF5 Activation	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	SLC15A4
Sulfide Oxidation to Sulfate	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	TSTD1
Synthesis of GDP-mannose	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	PMM2
TNFR1-mediated Ceramide Production	1/6	0.16239851512163234	0.7316979953762374	0	0	6.682616179001721	12.147004757958651	TNF
Inactivation of CSF3 (G-CSF) Signaling	2/25	0.1638907848114197	0.7316979953762374	0	0	2.9077961019490255	5.2589092351950555	ELOB;ELOC
Insulin Processing	2/25	0.1638907848114197	0.7316979953762374	0	0	2.9077961019490255	5.2589092351950555	ERO1B;EXOC8
NOTCH2 Activation and Transmission of Signal to the Nucleus	2/25	0.1638907848114197	0.7316979953762374	0	0	2.9077961019490255	5.2589092351950555	APH1A;NOTCH2NLB
Signaling by NTRK2 (TRKB)	2/25	0.1638907848114197	0.7316979953762374	0	0	2.9077961019490255	5.2589092351950555	TIAM1;NRAS
Axon Guidance	20/541	0.1640122352798169	0.7316979953762374	0	0	1.2907698717904932	2.333472165855526	PRNP;RPL41;EPHA7;ARHGEF12;RPS27L;RPL23A;RPS4Y1;ACTB;APH1A;TIAM1;NRAS;PSMC3;MAGOH;AP2S1;ST8SIA4;RPL35;ELOB;NCAM1;ELOC;RPL39
Signaling by Nuclear Receptors	11/270	0.1657130968117309	0.7364315615069587	0	0	1.4250485161168174	2.5615208862738887	H2BC12;H2AJ;NRAS;GTF2A2;CRABP2;CBFB;GNG5;HSBP1;KDM1B;TFF3;POLR2J
Transport of Mature mRNA Derived From an Intron-Containing Transcript	4/74	0.16879847155484573	0.7472578490754902	0	0	1.91280276816609	3.4029712896252513	CHTOP;NXT1;NUP210;MAGOH
Retrograde Transport at the Trans-Golgi-Network	3/49	0.17050338272206866	0.7519133851076668	0	0	2.1820229781482317	3.859998959158651	COG7;GCC2;RAB6A
Cell-Cell Communication	7/157	0.1742974219465205	0.7572251826066929	0	0	1.5637797101449276	2.731910827072245	CLDN9;FBLIM1;SNAI1;PARVA;PARVB;ACTB;CRB3
TNFR1-induced Proapoptotic Signaling	2/26	0.17431519266661252	0.7572251826066929	0	0	2.7864942528735632	4.867699408967256	TNF;OTUD1
Transcriptional Regulation by Small RNAs	4/75	0.17451191162101382	0.7572251826066929	0	0	1.885764413470442	3.2920963786668906	H2BC12;H2AJ;NUP210;POLR2J
Innate Immune System	39/1149	0.17873687025809082	0.7572251826066929	0	0	1.1846299338012045	2.0397438605623366	CSTB;BRI3;LY96;GPR84;DTX4;ACTB;CPN2;PYCARD;S100A7A;HTN3;NRAS;FTH1;ALDH3B1;ADGRE3;TIFA;ATP6V0A2;CCT8;PGLYRP1;RAB6A;GYG1;SLC15A4;CTSA;CCL22;APAF1;KRT1;RNASE6;ATG12;BST2;BPIFB2;PSMC3;ABI2;IL1B;LAMTOR2;PTX3;S100A9;UBE2K;S100A8;FTL;C1QC
Regulation of Endogenous Retroelements by KRAB-ZFP Proteins	4/76	0.1802907661069283	0.7572251826066929	0	0	1.8594771241830066	3.1856271346143554	H2BC12;H2AJ;SUMO2;ZNF354A
Acyl Chain Remodelling of PC	2/27	0.18484176789172818	0.7572251826066929	0	0	2.674896551724138	4.515907821875534	LPCAT2;PLBD1
Cell Recruitment (Pro-Inflammatory Response)	2/27	0.18484176789172818	0.7572251826066929	0	0	2.674896551724138	4.515907821875534	PYCARD;IL1B
Prefoldin Mediated Transfer of Substrate to CCT TriC	2/27	0.18484176789172818	0.7572251826066929	0	0	2.674896551724138	4.515907821875534	CCT8;ACTB
Purinergic Signaling in Leishmaniasis Infection	2/27	0.18484176789172818	0.7572251826066929	0	0	2.674896551724138	4.515907821875534	PYCARD;IL1B
Cargo Trafficking to the Periciliary Membrane	3/51	0.1850572086728691	0.7572251826066929	0	0	2.090889464594128	3.527519262241527	EXOC8;RP2;CCT8
Diseases of DNA Repair	3/51	0.1850572086728691	0.7572251826066929	0	0	2.090889464594128	3.527519262241527	BLM;BRIP1;BRCA1
Extension of Telomeres	3/51	0.1850572086728691	0.7572251826066929	0	0	2.090889464594128	3.527519262241527	BLM;TERF2IP;NOP10
